date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-07-09 00:07:04,robinartson,AorusOfficial,0,0,1,"It would be great if I can get this gpu since my passion is towards learning & creating games on ue4. Currently using an old gpu, so a decent gpu for ue4 would be so mch better, btw best of luck to myself and to everyone... https://twitter.com/AorusOfficial/status/1280939768121966592 …",,,,1281016985405415424,https://twitter.com/robinartson/status/1281016985405415424
2020-07-07 12:08:05,7enox,ObeyZelta,0,0,0,"Probably your GPU since its not made for gaming",,,,1280473661514842113,https://twitter.com/7enox/status/1280473661514842113
2020-07-06 15:31:06,jay_fina,,0,0,0,"My GPU, since the last update, is reaching like 75/80C°, is there any way to lower the temperature so that I won't melt my PC before the end of July? https://bit.ly/2ZGjz5s",,,,1280162365938577409,https://twitter.com/jay_fina/status/1280162365938577409
2020-07-05 18:30:36,AsmrStarling,NorthernWhisper,0,0,0,"Lmao, sorry! Performance is insane, but I’m not using a lot of the gpu since I need to get the full version, but as of now I managed to render my video while updating the pc,having chrome open and using steam at the same time and it was as if nothing was going on",,,,1279845148894035975,https://twitter.com/AsmrStarling/status/1279845148894035975
2020-07-05 17:50:45,eduardomiglia,Macattackedlean,1,0,0,"That's why it's important to overclock the gpu since day one just to verify that the die isn't crap",,,,1279835121261166593,https://twitter.com/eduardomiglia/status/1279835121261166593
2020-07-05 17:06:31,kyzas_,remj,1,0,0,"yuhs but tbh I’d probably save up more for an even better gpu since a 1550 to 1660 isn’t a huge upgrade",,,,1279823988693352448,https://twitter.com/kyzas_/status/1279823988693352448
2020-07-02 03:58:37,WindowsPerf,unixterminal,0,0,2,"Oh yeah, a buddy of mine, has a gaming laptop. He just realized last week, he's been gaming on just the intel gpu since he got it. ""Whoa this looks better with the nvidia enabled!""",,,,1278538543929925632,https://twitter.com/WindowsPerf/status/1278538543929925632
2020-07-01 11:14:31,aquasfn,kacperdzn,1,0,1,"He needs a higher gpu since he edits and designs",,,,1278285854788722693,https://twitter.com/aquasfn/status/1278285854788722693
2020-06-30 04:57:33,hawaiinguy808,HighlandArrow,0,1,22,"To outperform the Xbox series X you need a 2080ti, so unless you put in a new gpu since then I doubt it outperforms the SX",,,,1277828600247414784,https://twitter.com/hawaiinguy808/status/1277828600247414784
2020-06-30 03:31:55,NuroDev,OptimumTechYT,0,1,3,"2 seems simpler/stands, but I feel like larger feet may be need in order to get good airflow to the GPU since the case is so low down. 1 seems somehow cleaner/spacier. As long as it has a perforated side panel.",,,,1277807047908691968,https://twitter.com/NuroDev/status/1277807047908691968
2020-06-29 17:16:34,Hetbenc,MassAffection,0,0,0,"Im a Sony fan but you are very wrong. Tom Warren said that Lockhart will have the same CPU but with a less powerful GPU. What holds back superior machines is a less powerful CPU not a less powerful GPU. Since GPU workloads are easy to scale down.",,,,1277652192481234944,https://twitter.com/Hetbenc/status/1277652192481234944
